topic,unit_slug,faculty,url,title,wordCount,classification
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/student-participation-on-faculty-committees-and-advisory-boards,Student Representation on Faculty Committees & Advisory Boards,735,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions,MSDx Student Resources,627,unique
clubs-events,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions,MSDx Student Resources,627,unique
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions,MSDx Student Resources,627,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards,Dean's Honours Awards & Prizes,528,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards,Dean's Honours Awards & Prizes,528,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/construction-ambassador-program,Construction Ambassador Program,634,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/construction-ambassador-program,Construction Ambassador Program,634,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/construction-ambassador-program,Construction Ambassador Program,634,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/employability-in-architecture-building-and-planning,"Employability in Architecture, Building & Planning",1199,mixed
placements-WIL,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/employability-in-architecture-building-and-planning,"Employability in Architecture, Building & Planning",1199,mixed
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/employability-in-architecture-building-and-planning,"Employability in Architecture, Building & Planning",1199,mixed
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,unique
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning,Course Planning | Current Students | MSD,300,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed
special-consideration,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment,Enrolment | Current Students | Melbourne School of Design,514,mixed
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,unique
international,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information,Subject Information | Melbourne School of Design,596,unique
student-life,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience,Student Experience | Melbourne School of Design,663,unique
academic-skills,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience,Student Experience | Melbourne School of Design,663,unique
international,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience,Student Experience | Melbourne School of Design,663,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architecture,Master of Architecture Sample Course Plans,560,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-construction,Master of Construction Management Sample Course Plans,685,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/landscape-architecture-course-plans,Master of Landscape Architecture Course Plans,559,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-property,Master of Property Sample Course Plans,592,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,unique
placements-WIL,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,unique
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-urban-and-cultural-heritage,Master of Urban and Cultural Heritage,453,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-design,Master of Urban Design Sample Course Plans,397,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-design,Master of Urban Design Sample Course Plans,397,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/urban-planning,Master of Urban Planning Sample Course Plans,530,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/property-valuation,Graduate Diploma in Property Valuation Sample Course Plans,365,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/property-valuation,Graduate Diploma in Property Valuation Sample Course Plans,365,unique
orientation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/property-valuation,Graduate Diploma in Property Valuation Sample Course Plans,365,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,unique
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,unique
orientation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/master-of-architectural-engineering,Master of Architectural Engineering,582,unique
course-planning,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters,Double Masters Degrees,916,unique
careers-employability,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters,Double Masters Degrees,916,unique
graduation,abp,ABP,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters,Double Masters Degrees,916,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/d02-application-for-travelling-studio,Redirecting...,0,redirect
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/d02-application-for-travelling-studio,Redirecting...,0,redirect
international,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/d02-application-for-travelling-studio,Redirecting...,0,redirect
forms-admin,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed
special-consideration,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed
contacts-support,abp,ABP,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension,Application for Extension,1001,mixed
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,unique
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design,Master of Urban Design Studios,377,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture,Master of Landscape Architecture Studios,343,unique
enrolment,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture,Master of Landscape Architecture Studios,343,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture,Master of Architecture Studios,487,unique
orientation,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture,Master of Architecture Studios,487,unique
subjects-timetable,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive,MSD Studios Archive,297,unique
